_id,RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARD,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,NUMBERING OF PROPERTY,EXTERIOR GROUNDS,FENCING,RETAINING WALLS,CATCH BASINS / STORM DRAINAGE,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,CLOTHING DROP BOXES,ACCESSORY BUILDINGS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY - WALLS AND CEILING,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,STORAGE AREAS/LOCKERS MAINT.,POOLS,OTHER AMENITIES,PARKING AREAS,ABANDONED EQUIP./DERELICT VEH.,GARBAGE/COMPACTOR ROOM,ELEVATOR MAINTENANCE,ELEVATOR COSMETICS,INT. HALLWAY - WALLS / CEILING,INTERIOR HALLWAY FLOORS,INT. LOBBY / HALLWAY LIGHTING,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,CHUTE ROOMS - MAINTENANCE,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,PEST CONTROL LOG,MAINTENANCE LOG,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y
1127,4154308,2017,1950,2023,PRIVATE,05,York South-Weston,2425 KEELE ST,3,12,2023-10-27,69,69,0,37,3,2,2,2,N/A,2,N/A,2,3,2,N/A,N/A,2,0,2,2,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,2,2,3,3,2,3,2,3,1,0,0,0,0,0,0,0,W0523,43.7110804111,-79.4781906555,306542.034,4841013.806
1128,4154351,2017,1950,2023,PRIVATE,05,York South-Weston,2428 KEELE ST,3,10,2023-10-06,86,86,0,37,3,2,3,N/A,3,3,N/A,3,2,2,N/A,N/A,3,3,3,3,2,N/A,2,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,3,2,3,3,2,3,3,3,2,0,0,0,3,0,3,2,W0526,43.7106272814,-79.4788634923,306486.658,4840982.713
1129,4154349,2017,1960,2023,PRIVATE,05,York South-Weston,2432 KEELE ST,3,12,2023-09-22,82,82,0,37,3,3,N/A,N/A,3,3,N/A,2,2,3,N/A,2,3,3,3,3,1,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,2,3,3,3,3,3,3,1,0,0,0,0,0,0,0,W0526,43.7111056713,-79.4789091508,306484.133,4841016.599
1130,4154348,2017,1950,2023,PRIVATE,05,York South-Weston,2434 KEELE ST,3,12,2023-06-22,84,84,0,35,3,3,N/A,N/A,N/A,2,N/A,3,2,3,N/A,3,3,3,3,3,2,N/A,3,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,N/A,N/A,N/A,2,2,3,3,3,3,2,3,2,1,3,3,1,1,1,3,W0526,43.7112636498,-79.4790421102,306473.414,4841034.147
1131,4154338,2018,1977,2023,PRIVATE,05,York South-Weston,2500 KEELE ST,12,95,2023-06-22,85,85,0,44,3,1,3,3,2,3,2,3,1,3,2,N/A,3,3,3,2,2,N/A,N/A,3,2,N/A,N/A,1,3,2,3,3,1,2,3,3,N/A,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,W0526,43.713102856,-79.479638531,306425.038,4841239.414
1132,4154337,2017,1955,2023,PRIVATE,05,York South-Weston,2548 KEELE ST,3,12,2023-06-22,79,79,0,37,3,3,2,N/A,N/A,2,N/A,3,3,2,N/A,2,3,3,1,3,2,N/A,1,1,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,2,2,3,3,3,3,3,3,2,3,1,3,1,1,1,3,W0526,43.715706646,-79.4800366,306392.893,4841528.671
1133,4154336,2017,1955,2023,PRIVATE,05,York South-Weston,2550 KEELE ST,3,12,2023-06-22,83,83,0,38,3,2,3,N/A,3,2,N/A,3,3,2,N/A,2,3,3,2,3,2,N/A,2,2,3,N/A,N/A,2,3,N/A,N/A,N/A,2,3,3,N/A,N/A,N/A,3,2,3,3,2,3,3,3,2,3,3,3,1,1,1,3,W0526,43.715915672,-79.480081979,306389.231,4841551.892
1134,4154310,2017,1958,2023,PRIVATE,05,York South-Weston,2567 KEELE ST,4,26,2023-09-22,74,74,0,40,3,3,3,N/A,3,2,2,2,2,2,N/A,2,2,0,3,3,2,N/A,3,2,3,N/A,N/A,3,3,N/A,N/A,N/A,3,2,3,N/A,3,N/A,3,2,3,3,3,3,3,3,1,0,0,0,0,0,0,0,W0523,43.717376692,-79.479654033,306423.676,4841714.21
1135,4154313,2017,1950,2023,PRIVATE,05,York South-Weston,2605 KEELE ST,3,12,2023-07-28,90,90,0,39,3,3,3,3,3,3,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,2,3,3,2,3,3,3,3,1,1,1,1,1,1,3,W0523,43.7191723913,-79.4799616805,306399.103,4841912.738
1136,4154362,2023,1956,2023,PRIVATE,05,York South-Weston,2616 KEELE ST,3,11,2023-09-29,78,78,0,39,3,2,3,N/A,3,2,N/A,2,2,2,N/A,2,3,3,3,3,2,N/A,3,2,2,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,2,2,3,3,3,3,3,3,1,0,1,0,0,0,0,3,W0522,43.719032062,-79.4807128716,306338.579,4841897.134
1137,4154360,2017,1984,2023,PRIVATE,05,York South-Weston,2620 KEELE ST,3,11,2023-06-23,68,68,0,35,2,3,N/A,N/A,N/A,3,N/A,1,2,2,N/A,2,3,1,1,2,2,N/A,2,3,N/A,N/A,N/A,1,3,N/A,N/A,N/A,2,2,2,N/A,N/A,N/A,2,2,3,3,2,3,2,3,1,1,1,1,1,1,1,1,W0522,43.719614507,-79.4809196284,306321.905,4841961.835
1138,4154359,2017,1954,2023,PRIVATE,05,York South-Weston,2622 KEELE ST,3,11,2023-06-23,91,91,0,35,3,3,N/A,N/A,N/A,3,N/A,3,3,2,N/A,3,3,3,2,2,2,N/A,2,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,N/A,N/A,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,W0522,43.7197822126,-79.4809670632,306318.079,4841980.465
1139,4154314,2017,1965,2023,PRIVATE,05,York South-Weston,2623 KEELE ST,3,11,2023-08-11,96,96,0,39,3,3,3,N/A,3,3,3,3,3,3,N/A,3,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,N/A,N/A,3,3,3,3,3,3,3,3,3,3,3,1,3,1,1,3,W0523,43.7203778821,-79.4802346751,306377.076,4842046.653
1140,4154318,2017,1955,2023,PRIVATE,05,York South-Weston,2643 KEELE ST,3,21,2023-07-07,88,88,0,40,3,3,2,3,3,2,N/A,3,3,2,3,N/A,3,3,2,2,2,N/A,3,3,N/A,N/A,N/A,2,2,N/A,N/A,N/A,2,2,2,3,3,N/A,2,2,2,3,3,3,3,3,3,3,2,3,3,3,2,3,W0523,43.7214377467,-79.4800527755,306391.705,4842164.401
1141,4154411,2017,1962,2023,PRIVATE,06,York Centre,2788 KEELE ST,4,41,2023-08-01,94,94,0,45,3,3,2,N/A,3,2,3,3,3,2,N/A,2,3,3,3,3,3,N/A,3,3,3,N/A,N/A,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,N0627,43.7283141959,-79.4827840355,306171.491,4842928.283
1142,4154417,2017,1950,2023,PRIVATE,06,York Centre,2808 KEELE ST,4,54,2023-08-01,93,93,0,42,3,2,2,N/A,3,2,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,2,3,3,N/A,N/A,3,3,N/A,3,3,3,2,3,2,3,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0627,43.7290630749,-79.4829377791,306159.092,4843011.481
1143,4154416,2017,1955,2023,PRIVATE,06,York Centre,2816 KEELE ST,3,12,2023-07-13,80,80,0,36,2,2,2,N/A,N/A,2,N/A,2,3,2,N/A,N/A,3,3,3,2,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,2,3,N/A,3,N/A,3,2,3,1,3,3,3,3,3,1,3,3,1,1,1,3,N0627,43.729460131,-79.483123472,306144.125,4843055.59
1144,4154415,2017,1972,2023,PRIVATE,06,York Centre,2818 KEELE ST,3,11,2023-07-13,74,74,0,38,3,1,2,N/A,1,2,N/A,2,2,2,N/A,N/A,3,3,2,2,2,N/A,2,3,2,N/A,N/A,2,2,N/A,N/A,N/A,2,2,3,N/A,2,N/A,2,2,3,3,2,3,2,3,3,1,1,1,3,1,1,1,N0627,43.7296930914,-79.4831794143,306139.614,4843081.47
1145,4154414,2017,1957,2023,PRIVATE,06,York Centre,2842 KEELE ST,3,12,2023-08-16,72,72,0,37,1,2,1,N/A,N/A,2,N/A,2,3,1,N/A,2,2,1,3,3,3,N/A,3,3,N/A,N/A,N/A,1,3,N/A,N/A,N/A,3,2,1,N/A,3,N/A,3,2,2,1,2,2,2,3,1,3,3,3,3,3,3,1,N0627,43.7308620481,-79.4833771869,306123.66,4843211.332
1146,4154426,2017,1963,2023,PRIVATE,06,York Centre,2850 KEELE ST,3,12,2023-07-28,86,86,0,36,3,2,N/A,N/A,N/A,3,N/A,3,3,3,N/A,2,3,2,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,1,N/A,3,N/A,2,2,3,1,3,2,3,3,1,3,3,3,3,3,3,3,N0627,43.7312520976,-79.4835802979,306107.29,4843254.661
1147,4154422,2017,1960,2023,PRIVATE,06,York Centre,2864 KEELE ST,3,11,2023-06-27,82,82,0,39,3,3,2,2,3,2,2,2,2,2,N/A,N/A,2,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,2,3,3,2,3,3,3,2,1,1,1,1,1,1,1,N0627,43.7321402537,-79.4838447849,306085.967,4843353.326
1148,4154427,2018,1968,2023,PRIVATE,06,York Centre,2900 KEELE ST,3,12,2023-07-12,71,71,0,37,2,1,2,N/A,N/A,2,2,2,2,1,N/A,3,1,3,2,3,2,N/A,1,3,N/A,N/A,N/A,1,3,N/A,N/A,N/A,2,3,1,N/A,N/A,N/A,2,1,3,3,2,2,2,3,3, 3,3,3, 3,1, 3,3,N0627,43.733936256,-79.484144321,306061.54,4843553.804
1149,4154441,2017,1954,2023,PRIVATE,06,York Centre,2954 KEELE ST,3,12,2023-07-13,88,88,0,37,3,3,3,N/A,N/A,3,N/A,2,3,3,N/A,N/A,3,3,3,3,2,N/A,3,3,2,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,2,N/A,3,3,3,3,2,3,3,3,3,1,1,1,1,1,1,1,N0627,43.735338064,-79.484558662,306028.136,4843709.531
1150,4167691,2017,1960,2023,PRIVATE,06,York Centre,2956 KEELE ST,3,11,2023-07-12,92,92,0,37,3,3,1,N/A,N/A,2,3,2,3,3,N/A,3,3,3,2,3,2,N/A,2,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,N/A,N/A,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0627,43.735513832,-79.484593132,306025.356,4843729.057
1151,4154440,2018,1965,2023,PRIVATE,06,York Centre,2960 KEELE ST,4,41,2023-07-14,73,75,-2,39,3,2,2,N/A,N/A,2,1,2,2,2,N/A,N/A,3,3,2,2,2,N/A,2,3,N/A,N/A,N/A,2,3,N/A,3,2,2,2,3,2,N/A,N/A,2,2,3,3,2,3,2,3,2,1,1,1,1,1,1,1,N0627,43.735849503,-79.484562864,306027.788,4843766.348
1152,4154438,2018,1952,2023,PRIVATE,06,York Centre,2990 KEELE ST,3,11,2023-07-14,76,76,0,36,3,2,3,N/A,N/A,2,N/A,2,2,2,N/A,N/A,3,3,2,2,2,N/A,1,3,3,N/A,N/A,3,3,N/A,N/A,N/A,2,2,3,N/A,N/A,N/A,2,2,3,3,2,3,2,3,1,1,1,1,1,1,1,1,N0627,43.736373339,-79.484931855,305998.055,4843824.537
1153,4153808,2017,1959,2023,PRIVATE,15,Don Valley West,57 RAWLINSON AVE,4,36,2023-08-11,90,90,0,43,3,2,3,2,1,3,3,3,2,2,N/A,N/A,3,2,3,3,3,N/A,3,2,3,N/A,N/A,1,3,N/A,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1537,43.7096715692,-79.3877050261,313834.207,4840863.223
1154,4155409,2017,1968,2023,PRIVATE,01,Etobicoke North,20 REDGRAVE DR,16,178,2023-07-21,93,93,0,43,3,2,N/A,N/A,3,2,3,3,3,2,N/A,N/A,3,3,3,3,2,N/A,3,3,3,N/A,N/A,2,3,3,3,3,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,W0137,43.6836537858,-79.5686665938,299248.36,4837968.911
1155,5110249,2022,2022,2023,PRIVATE,02,Etobicoke Centre,200 REDPATH AVE,39,349,2023-10-04,97,97,0,45,3,3,N/A,N/A,3,3,3,3,N/A,3,N/A,0,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0232,,,313325.979,4840931.535
1156,4167679,2017,2008,2023,PRIVATE,15,Don Valley West,220 REDPATH AVE,8,72,2023-10-04,96,96,0,44,3,3,N/A,N/A,3,2,3,3,2,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,N/A,2,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1526,43.71127211,-79.394418315,313305.716,4840999.4
1157,4153109,2017,1955,2023,PRIVATE,09,Davenport,2 REGAL RD,8,104,2023-10-18,99,99,0,47,3,3,2,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,S0928,43.675625786,-79.433405009,310153.942,4837077.778
1158,4156036,2017,1996,2023,SOCIAL HOUSING,14,Toronto-Danforth,17 RENWICK CRES,4,80,2023-09-22,90,90,0,44,2,2,N/A,3,2,3,3,3,3,3,N/A,3,3,1,3,3,2,N/A,3,2,N/A,N/A,N/A,2,3,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,S1441,43.66049693,-79.336536519,317958.359,4835419.239
1159,4155630,2017,1957,2023,TCHC,08,Eglinton-Lawrence,4 REPLIN RD,4,30,2023-07-04,85,85,0,39,3,3,N/A,N/A,3,3,N/A,2,2,3,N/A,3,3,3,2,2,2,N/A,2,2,2,N/A,N/A,2,3,N/A,N/A,N/A,2,2,2,3,2,N/A,2,3,3,3,2,3,2,3,3,3,3,3,3,1,3,3,N0823,43.717910324,-79.443368577,309354.813,4841773.51
1160,4155444,2017,1969,2023,PRIVATE,01,Etobicoke North,70 REXDALE BLVD,6,100,2023-07-06,94,94,0,43,3,2,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,3,W0130,43.7135169093,-79.5613583242,299840.021,4841286.219
1161,4156153,2017,1969,2023,PRIVATE,01,Etobicoke North,7 RICHGROVE DR,11,129,2023-07-06,97,97,0,46,3,0,3,N/A,3,3,3,3,3,3,3,N/A,3,3,3,3,3,N/A,3,3,3,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,W0137,,,299527.406,4837162.739
1162,4153140,2017,1970,2023,PRIVATE,10,Spadina-Fort York,798 RICHMOND ST W,13,525,2023-10-26,95,95,0,46,3,3,3,3,N/A,2,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,2,N/A,3,2,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,S1028,43.645129722,-79.409810857,312060.214,4833691.505
1163,4155342,2017,1973,2023,PRIVATE,02,Etobicoke Centre,25 RICHVIEW RD,15,141,2023-06-30,95,95,0,46,3,3,N/A,2,3,3,3,3,3,3,3,N/A,3,3,3,3,3,N/A,3,3,2,N/A,3,2,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0230,43.6846591865,-79.5139674087,303658.33,4838078.525
1164,4155062,2017,1965,2023,PRIVATE,08,Eglinton-Lawrence,370 RIDELLE AVE,28,214,2023-07-20,91,91,0,46,3,3,N/A,N/A,3,3,3,2,2,3,N/A,N/A,3,3,3,3,2,1,3,2,2,3,3,3,3,2,3,3,2,2,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0831,43.7046374432,-79.440751474,309559.647,4840299.426
1165,4155053,2017,1967,2023,PRIVATE,08,Eglinton-Lawrence,377 RIDELLE AVE,18,231,2023-09-06,73,73,0,44,1,3,N/A,N/A,3,3,2,3,N/A,1,N/A,3,3,3,3,3,3,1,3,3,0,N/A,N/A,2,3,1,3,3,3,3,3,2,2,2,3,1,3,1,3,3,3,2,1,3,3,3,0,0,0,3,N0831,43.7038823265,-79.4401320066,309609.636,4840215.587
1166,4153965,2017,1951,2023,PRIVATE,08,Eglinton-Lawrence,3 RIDGE HILL DR,4,12,2023-08-24,89,89,0,39,3,2,N/A,2,3,3,N/A,3,3,3,N/A,N/A,3,2,3,3,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,3,3,3,3,N/A,3,N/A,2,3,3,2,3,3,3,3,1,3,3,3,3,1,3,3,N0832,43.7030609955,-79.4261250612,310738.645,4840125.312
1167,4154674,2017,1992,2023,SOCIAL HOUSING,08,Eglinton-Lawrence,262 RIDLEY BLVD,8,111,2023-09-08,87,87,0,45,3,3,N/A,N/A,3,3,N/A,2,1,2,N/A,3,3,3,3,3,3,2,3,3,2,N/A,3,2,3,1,3,2,2,2,3,2,2,2,2,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,N0821,43.7399850336,-79.423996848,310906.417,4844227.477
1168,4167463,2017,2006,2023,TCHC,13,Toronto Centre,184 RIVER ST,3,54,2023-08-14,83,83,0,36,3,3,N/A,N/A,N/A,2,N/A,3,N/A,2,N/A,N/A,3,3,2,2,2,3,2,2,N/A,N/A,N/A,N/A,3,3,N/A,N/A,2,2,1,N/A,3,2,2,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,S1330,43.662770772,-79.35927116,316143.84,4835667.148
1169,4153578,2017,1961,2023,TCHC,13,Toronto Centre,230 RIVER ST,3,25,2023-06-08,96,96,0,40,3,3,2,3,3,3,N/A,2,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,S1327,43.6642540945,-79.3598482523,316087.611,4835820.851
1170,4155200,2017,1950,2023,SOCIAL HOUSING,04,Parkdale-High Park,495 RIVERSIDE DR,3,25,2023-07-12,89,89,0,38,3,2,3,2,3,2,N/A,3,2,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,S0425,43.6481742891,-79.4902420295,305571.54,4834025.139
1171,4155352,2017,1953,2023,PRIVATE,01,Etobicoke North,17 RIVERVIEW HTS,4,14,2023-09-26,86,86,0,38,3,3,3,N/A,N/A,2,2,3,2,3,N/A,3,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,W0136,43.701599074,-79.527506087,302574.77,4839958.836
1172,4155276,2019,1957,2023,PRIVATE,03,Etobicoke-Lakeshore,10 RIVERWOOD PKWY,3,52,2023-09-06,97,97,0,39,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0327,43.6390897407,-79.4882393913,305726.291,4833016.54
1173,4155275,2017,1960,2023,PRIVATE,03,Etobicoke-Lakeshore,16 RIVERWOOD PKWY,5,45,2023-09-26,86,86,0,43,1,3,1,3,3,3,3,3,2,3,N/A,3,3,1,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,3,3,2,3,2,3,3,N/A,3,3,3,1,3,3,3,3,3,1,1,3,1,1,1,1,W0327,43.6390524323,-79.4890660176,305666.544,4833011.753
1174,4155289,2017,1958,2023,PRIVATE,03,Etobicoke-Lakeshore,25 RIVERWOOD PKWY,4,50,2023-09-22,95,95,0,42,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,3,3,N/A,3,3,2,3,3,1,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0327,43.6398570764,-79.4888378299,305684.946,4833101.147
1175,4155290,2017,1958,2023,PRIVATE,03,Etobicoke-Lakeshore,33 RIVERWOOD PKWY,4,50,2023-09-21,94,94,0,42,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,3,3,2,2,3,1,3,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0327,43.6402119345,-79.4896809434,305616.916,4833140.562
1176,4155291,2018,1957,2023,PRIVATE,03,Etobicoke-Lakeshore,39 RIVERWOOD PKWY,4,23,2023-09-22,87,87,0,40,3,3,2,N/A,2,2,3,3,3,2,N/A,N/A,3,3,3,3,2,N/A,3,3,1,N/A,N/A,3,3,N/A,N/A,N/A,3,2,2,3,3,N/A,1,1,3,3,2,3,1,3,3,3,3,3,3,3,3,3,W0327,43.6403890443,-79.4907013619,305534.583,4833160.229
1177,4155292,2018,1957,2023,PRIVATE,03,Etobicoke-Lakeshore,47-49 RIVERWOOD PKWY,4,21,2023-08-16,91,91,0,39,3,3,N/A,N/A,2,3,3,3,2,2,N/A,N/A,3,3,2,2,3,N/A,3,3,2,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,3,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0327,43.6403042877,-79.4914484566,305474.305,4833150.807
1178,4154895,2017,1963,2023,PRIVATE,16,Don Valley East,7 ROANOKE RD,9,113,2023-07-14,96,96,0,47,3,3,3,3,3,2,3,3,2,3,N/A,3,3,3,3,3,3,N/A,3,3,N/A,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,N1625,43.7408614769,-79.3286037917,318644.915,4844364.837
1179,4154894,2017,1962,2023,PRIVATE,16,Don Valley East,8 ROANOKE RD,13,111,2023-07-14,96,96,0,48,3,3,2,2,3,3,3,3,2,3,N/A,3,3,3,3,3,3,N/A,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,N1625,43.74157075,-79.328070218,318658.575,4844417.316
1180,4156233,2017,1962,2023,PRIVATE,16,Don Valley East,10 ROANOKE RD,12,101,2023-08-16,99,99,0,45,3,3,3,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1625,43.7414398255,-79.3292349773,318749.293,4844445.005
1181,4250261,2017,1987,2023,SOCIAL HOUSING,04,Parkdale-High Park,1245 KING ST W,3,39,2023-10-03,81,81,0,38,3,2,3,N/A,2,2,N/A,2,2,2,N/A,N/A,2,3,2,3,2,N/A,2,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,2,3,N/A,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,S0437,43.638479863,-79.428775043,310530.87,4832951.348
1182,4153000,2017,1917,2023,PRIVATE,04,Parkdale-High Park,1465 KING ST W,3,48,2023-10-02,87,87,0,35,3,3,3,N/A,N/A,2,N/A,2,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,2,3,3,1,3,3,2,3,3,3,3,3,1,1,1,3,S0437,43.636238103,-79.439018826,309704.547,4832701.692
1183,4152999,2017,1960,2023,PRIVATE,04,Parkdale-High Park,1475 KING ST W,3,44,2023-09-02,77,77,0,36,3,3,2,N/A,2,2,N/A,2,3,3,N/A,N/A,3,3,2,2,3,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,2,N/A,3,N/A,2,2,2,1,3,3,2,3,3,1,1,2,1,1,1,1,S0437,43.636122132,-79.439605046,309657.257,4832688.775
1184,4153008,2017,1900,2023,PRIVATE,04,Parkdale-High Park,1504 KING ST W,3,15,2023-10-02,70,70,0,36,2,2,2,N/A,3,2,N/A,2,2,2,N/A,N/A,2,3,2,2,2,N/A,3,2,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,2,2,2,N/A,3,N/A,2,2,1,1,3,2,2,3,3,2,2,3,1,1,1,2,S0436,43.636657078,-79.440488524,309585.93,4832748.153
1185,4155286,2017,1954,2023,PRIVATE,03,Etobicoke-Lakeshore,4 KINGS POINT DR,4,16,2023-08-15,98,98,0,41,3,3,3,3,3,3,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0327,43.6395029387,-79.4940316467,305265.876,4833061.767
1186,4154647,2017,1963,2023,PRIVATE,06,York Centre,9 KINGSBRIDGE CRT,7,74,2023-08-10,86,86,0,44,3,2,2,N/A,3,2,3,2,3,2,N/A,N/A,3,1,3,3,3,N/A,2,3,N/A,N/A,3,2,3,2,3,3,2,2,2,3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0624,43.7715767413,-79.4441039119,309284.542,4847735.908
1187,4153671,2017,1970,2023,PRIVATE,19,Beaches-East York,2 KINGSTON RD,4,16,2023-07-26,72,72,0,37,3,2,2,N/A,3,1,N/A,1,3,2,N/A,N/A,3,3,2,2,2,N/A,3,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,2,1,3,1,2,3,2,3,1,1,3,3,1,1,3,1,S1937,43.667724652,-79.31265581,319889.941,4836214.615
